rule,flagged,misses_caught,total_misses,good_flagged,kept,kept_accuracy,capture
30s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
30s_worst_fair_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
30s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
30s_worst_ask_change >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_distance_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_fair_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_fair_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND initial_signed_distance >= 68.516,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND rescore_initial_signed_distance >= 68.516,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 120s_worst_fair_drop <= 0.271366,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 180s_worst_fair_drop <= 0.271366,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 240s_worst_fair_drop <= 0.271366,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 300s_worst_fair_drop <= 0.290259,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 360s_worst_fair_drop <= 0.305783,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND 480s_worst_distance_drop <= 107.438,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_distance_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_fair_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_fair_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_ask_change <= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
180s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_distance_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_fair_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_fair_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_ask_change <= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
240s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_distance_drop >= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND initial_signed_distance <= 210.498,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND initial_signed_distance <= 246.149,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND rescore_initial_signed_distance <= 210.498,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND rescore_initial_signed_distance <= 246.149,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_distance_drop <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_ask_change >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 60s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 60s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 60s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 90s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 90s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 90s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 360s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 360s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 360s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 420s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 420s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 420s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 480s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 480s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_fair_drop >= 0.230458 AND 480s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_ask_change <= 0 AND 300s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
300s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_distance_drop >= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND initial_signed_distance <= 210.498,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND initial_signed_distance <= 246.149,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND rescore_initial_signed_distance <= 210.498,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND rescore_initial_signed_distance <= 246.149,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 60s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 60s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 60s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 90s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 90s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 90s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 420s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 420s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 420s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 480s_worst_distance_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 480s_worst_fair_drop >= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_fair_drop >= 0.230458 AND 480s_worst_ask_change <= 0,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_ask_change >= -0.12 AND 90s_worst_fair_drop >= 0.16451,11,1,5,10,84,0.9523809523809523,0.2
360s_worst_ask_change <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
420s_worst_ask_change >= -0.131 AND 90s_worst_fair_drop >= 0.16451,11,1,5,10,84,0.9523809523809523,0.2
120s_worst_ask_change <= -0.03 AND initial_signed_distance >= 35.4505,12,1,5,11,83,0.9518072289156626,0.2
120s_worst_ask_change <= -0.03 AND rescore_initial_signed_distance >= 35.4505,12,1,5,11,83,0.9518072289156626,0.2
120s_worst_ask_change <= -0.03 AND 60s_worst_fair_drop <= 0.221692,12,1,5,11,83,0.9518072289156626,0.2
120s_worst_ask_change <= -0.03 AND 90s_worst_fair_drop <= 0.221692,12,1,5,11,83,0.9518072289156626,0.2
120s_worst_ask_change <= -0.03 AND 420s_worst_fair_drop <= 0.401693,12,1,5,11,83,0.9518072289156626,0.2
120s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
180s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
240s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
300s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
360s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND initial_signed_distance <= 210.498,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND rescore_initial_signed_distance <= 210.498,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_fair_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_ask_change >= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_fair_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_ask_change >= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_ask_change >= 0,20,1,5,19,75,0.9466666666666667,0.2
420s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,20,1,5,19,75,0.9466666666666667,0.2
120s_worst_fair_drop <= 0.195329 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
120s_worst_fair_drop <= 0.271366 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
180s_worst_fair_drop <= 0.196894 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
180s_worst_fair_drop <= 0.271366 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
240s_worst_fair_drop <= 0.196894 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
240s_worst_fair_drop <= 0.271366 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
300s_worst_fair_drop <= 0.230458 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
300s_worst_fair_drop <= 0.290259 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_distance_drop <= 0 AND initial_signed_distance <= 210.498,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_distance_drop <= 0 AND rescore_initial_signed_distance <= 210.498,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_distance_drop <= 0 AND 60s_worst_fair_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_distance_drop <= 0 AND 90s_worst_fair_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_fair_drop <= 0.230458 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
360s_worst_fair_drop <= 0.305783 AND 420s_worst_distance_drop <= 0,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND initial_signed_distance >= 35.4505,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND initial_signed_distance >= 68.516,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND initial_signed_distance <= 246.149,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND rescore_initial_signed_distance >= 35.4505,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND rescore_initial_signed_distance >= 68.516,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND rescore_initial_signed_distance <= 246.149,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_ask_change >= -0.011,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_ask_change >= -0.011,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND 420s_worst_fair_drop <= 0.288016,22,1,5,21,73,0.9452054794520548,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_fair_drop <= 0.328527,22,1,5,21,73,0.9452054794520548,0.2
30s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
30s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
30s_worst_fair_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
30s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
30s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
30s_worst_ask_change >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_distance_drop <= 51.031 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_distance_drop <= 57.528 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_ask_change >= -0.1065 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_ask_change >= -0.03 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
120s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_distance_drop <= 53.894 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_distance_drop <= 61.1275 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_ask_change >= -0.1065 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_ask_change >= -0.052 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
180s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_distance_drop <= 56.925 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_distance_drop <= 62.0845 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_ask_change >= -0.1065 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_ask_change >= -0.061 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
240s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 0 AND initial_signed_distance <= 210.498,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 0 AND rescore_initial_signed_distance <= 210.498,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 0 AND 60s_worst_fair_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 0 AND 90s_worst_fair_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 62.498 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_distance_drop <= 68.579 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_ask_change >= -0.1065 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_ask_change >= -0.061 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
300s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 0 AND 60s_worst_ask_change >= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 0 AND 90s_worst_ask_change >= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 0 AND 420s_worst_ask_change >= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 0 AND 480s_worst_ask_change >= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 68.945 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_distance_drop <= 77.905 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_fair_drop >= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_ask_change >= -0.12 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_ask_change >= -0.081 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_ask_change <= 0 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
360s_worst_ask_change >= 0 AND 360s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_distance_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_distance_drop <= 33.322,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_distance_drop <= 51.034,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_fair_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_fair_drop <= 0.134555,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_fair_drop <= 0.221692,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_ask_change >= -0.0575,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 60s_worst_ask_change <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_distance_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_distance_drop <= 33.322,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_distance_drop <= 51.034,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_fair_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_fair_drop <= 0.16451,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_fair_drop <= 0.221692,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_ask_change >= -0.0575,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 90s_worst_ask_change <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 420s_worst_fair_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 420s_worst_fair_drop <= 0.401693,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_distance_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_distance_drop <= 90.534,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_distance_drop <= 107.438,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_fair_drop >= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_fair_drop <= 0.423968,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_ask_change >= -0.171,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_ask_change >= -0.12,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_distance_drop <= 0 AND 480s_worst_ask_change <= 0,23,1,5,22,72,0.9444444444444444,0.2
420s_worst_ask_change >= -0.131 AND 420s_worst_distance_drop <= 0,23,1,5,22,72,0.9444444444444444,0.2
