rule,flagged,misses_caught,total_misses,good_flagged,kept,kept_accuracy,capture
240s_worst_fair_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND rescore_initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND rescore_initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 30s_worst_distance_drop <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 30s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 30s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 30s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 30s_worst_ask_change >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 60s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 60s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 60s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 90s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 90s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 90s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 300s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 300s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 300s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 360s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 360s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 360s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 420s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 420s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 420s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 480s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 480s_worst_distance_drop <= 107.438,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 480s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop >= 0.196894 AND 480s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop <= 0.271366 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop <= 0.271366 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_fair_drop <= 0.271366 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change >= -0.1065 AND 420s_worst_fair_drop >= 0.288016,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change >= -0.1065 AND 480s_worst_fair_drop >= 0.328527,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND 300s_worst_fair_drop <= 0.290259,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND 360s_worst_fair_drop <= 0.305783,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= -0.061 AND 480s_worst_distance_drop <= 107.438,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 240s_worst_distance_drop >= 56.925,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 240s_worst_fair_drop >= 0.196894,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
240s_worst_ask_change <= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_distance_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_fair_drop >= 0.230458 AND 30s_worst_fair_drop <= 0,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change >= -0.1065 AND 420s_worst_fair_drop >= 0.288016,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change >= -0.1065 AND 480s_worst_fair_drop >= 0.328527,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND 300s_worst_fair_drop <= 0.290259,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND 360s_worst_fair_drop <= 0.305783,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= -0.061 AND 480s_worst_distance_drop <= 107.438,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
300s_worst_ask_change <= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND rescore_initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND rescore_initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND rescore_initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 60s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 60s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 60s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 90s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 90s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 90s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 360s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 420s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 420s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 420s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 480s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 480s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_distance_drop >= 68.945 AND 480s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_fair_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change >= -0.12 AND 60s_worst_fair_drop >= 0.134555,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= -0.081 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= -0.081 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= -0.081 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= -0.081 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 360s_worst_distance_drop >= 68.945,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
360s_worst_ask_change <= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop <= 79.943 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop <= 79.943 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND rescore_initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND rescore_initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND rescore_initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_ask_change >= -0.0575,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_ask_change >= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 60s_worst_ask_change >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_ask_change >= -0.0575,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_ask_change >= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 90s_worst_ask_change >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 420s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 480s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 480s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop >= 79.943 AND 480s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop <= 96.4115 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_distance_drop <= 96.4115 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_fair_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_fair_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_fair_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_fair_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_fair_drop >= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change >= -0.131 AND 60s_worst_fair_drop >= 0.134555,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= -0.093 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= -0.093 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= -0.093 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= -0.093 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 420s_worst_distance_drop >= 79.943,10,1,5,9,85,0.9529411764705882,0.2
420s_worst_ask_change <= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop <= 90.534 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop <= 90.534 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND rescore_initial_signed_distance >= 35.4505,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND rescore_initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND rescore_initial_signed_distance <= 210.498,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND rescore_initial_signed_distance <= 246.149,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_ask_change >= -0.0575,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_ask_change >= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 60s_worst_ask_change >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_distance_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_fair_drop <= 0.221692,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_ask_change >= -0.0575,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_ask_change >= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_ask_change <= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 90s_worst_ask_change >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop >= 90.534 AND 480s_worst_fair_drop >= 0,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop <= 107.438 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_distance_drop <= 107.438 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_fair_drop >= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_fair_drop >= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_fair_drop >= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_fair_drop >= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change >= -0.171 AND 60s_worst_fair_drop >= 0.134555,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change >= -0.171 AND 90s_worst_fair_drop >= 0.16451,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= -0.12 AND initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= -0.12 AND rescore_initial_signed_distance >= 68.516,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change >= -0.12 AND 60s_worst_fair_drop >= 0.134555,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change >= -0.12 AND 90s_worst_fair_drop >= 0.16451,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= 0 AND 60s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= 0 AND 60s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= 0 AND 90s_worst_distance_drop >= 33.322,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= 0 AND 90s_worst_ask_change <= -0.011,10,1,5,9,85,0.9529411764705882,0.2
480s_worst_ask_change <= 0 AND 480s_worst_distance_drop >= 90.534,10,1,5,9,85,0.9529411764705882,0.2
30s_worst_distance_drop <= 0 AND 360s_worst_fair_drop >= 0.230458,11,1,5,10,84,0.9523809523809523,0.2
